0    2014-01-08 19:10:12,254 [main] INFO    - Network connection initializing
5391 2014-01-08 19:10:45,096 [ConnectionStarter] INFO    - Adding host: 86.14.71.0:6346
5391 2014-01-08 19:10:45,096 [ConnectionStarter] INFO    - Adding host: 145.53.36.92:11291
5392 2014-01-08 19:10:45,097 [ConnectionStarter] INFO    - Adding host: 24.58.246.171:16869
5392 2014-01-08 19:10:45,097 [ConnectionStarter] INFO    - Adding host: 76.28.228.94:21513
5392 2014-01-08 19:10:45,097 [ConnectionStarter] INFO    - Adding host: 24.210.88.125:32947
5392 2014-01-08 19:10:45,097 [ConnectionStarter] INFO    - Adding host: 24.185.46.105:48188
5393 2014-01-08 19:10:45,098 [ConnectionStarter] INFO    - Adding host: 83.150.88.219:52221
5393 2014-01-08 19:10:45,098 [ConnectionStarter] INFO    - Adding host: 184.57.88.219:62797
6029 2014-01-08 19:10:45,734 [OutgoingConnectionManager] INFO    - Live connection list start: 
6029 2014-01-08 19:10:45,734 [OutgoingConnectionManager] DEBUG   - Live connection: 220.57.251.109 status:0
6029 2014-01-08 19:10:45,734 [OutgoingConnectionManager] DEBUG   - Live connection: 113.155.236.38 status:0
6029 2014-01-08 19:10:45,734 [OutgoingConnectionManager] DEBUG   - Live connection: 219.197.146.241 status:0
6030 2014-01-08 19:10:45,735 [OutgoingConnectionManager] DEBUG   - removing dead connection: 72.76.185.73
6030 2014-01-08 19:10:45,735 [OutgoingConnectionManager] INFO    - Live connection list end
6030 2014-01-08 19:10:45,735 [OutgoingConnectionManager] INFO    - 3 live connections 10 requested
6030 2014-01-08 19:10:45,735 [OutgoingConnectionManager] INFO    - Connection control attempting a connection: 76.28.228.94:21513
6047 2014-01-08 19:10:45,752 [IncomingConnectionManager] INFO    - Live connection list start: 
6047 2014-01-08 19:10:45,752 [IncomingConnectionManager] INFO    - Live connection list end
7030 2014-01-08 19:10:46,735 [OutgoingConnectionManager] INFO    - Live connection list start: 
7031 2014-01-08 19:10:46,736 [OutgoingConnectionManager] DEBUG   - Live connection: 220.57.251.109 status:0
7031 2014-01-08 19:10:46,736 [OutgoingConnectionManager] DEBUG   - Live connection: 113.155.236.38 status:0
7031 2014-01-08 19:10:46,736 [OutgoingConnectionManager] DEBUG   - Live connection: 219.197.146.241 status:0
7031 2014-01-08 19:10:46,736 [OutgoingConnectionManager] DEBUG   - Live connection: 76.28.228.94 status:0
7031 2014-01-08 19:10:46,736 [OutgoingConnectionManager] INFO    - Live connection list end
7032 2014-01-08 19:10:46,737 [OutgoingConnectionManager] INFO    - 4 live connections 10 requested
7032 2014-01-08 19:10:46,737 [OutgoingConnectionManager] INFO    - Connection control attempting a connection: 174.63.151.192:6346
7048 2014-01-08 19:10:46,753 [IncomingConnectionManager] INFO    - Live connection list start: 
7049 2014-01-08 19:10:46,754 [IncomingConnectionManager] INFO    - Live connection list end
7233 2014-01-08 19:10:46,938 [ConnectionStarter] DEBUG   - Sending greeting to : 174.63.151.192
7388 2014-01-08 19:10:47,093 [ConnectionStarter] INFO    - Received greeting response: null from host: 174.63.151.192
7389 2014-01-08 19:10:47,094 [ConnectionStarter] ERROR   - java.lang.NullPointerException
8032 2014-01-08 19:10:47,737 [OutgoingConnectionManager] INFO    - Live connection list start: 
8032 2014-01-08 19:10:47,737 [OutgoingConnectionManager] DEBUG   - Live connection: 220.57.251.109 status:0
8033 2014-01-08 19:10:47,738 [OutgoingConnectionManager] DEBUG   - Live connection: 113.155.236.38 status:0
8033 2014-01-08 19:10:47,738 [OutgoingConnectionManager] DEBUG   - Live connection: 219.197.146.241 status:0
8033 2014-01-08 19:10:47,738 [OutgoingConnectionManager] DEBUG   - Live connection: 76.28.228.94 status:0
8033 2014-01-08 19:10:47,738 [OutgoingConnectionManager] DEBUG   - removing dead connection: 174.63.151.192
8033 2014-01-08 19:10:47,738 [OutgoingConnectionManager] INFO    - Live connection list end
8033 2014-01-08 19:10:47,738 [OutgoingConnectionManager] INFO    - 4 live connections 10 requested
8034 2014-01-08 19:10:47,739 [OutgoingConnectionManager] INFO    - Connection control attempting a connection: 61.215.44.170:6346
8050 2014-01-08 19:10:47,755 [IncomingConnectionManager] INFO    - Live connection list start: 
8050 2014-01-08 19:10:47,755 [IncomingConnectionManager] INFO    - Live connection list end
9034 2014-01-08 19:10:48,739 [OutgoingConnectionManager] INFO    - Live connection list start: 
9034 2014-01-08 19:10:48,739 [OutgoingConnectionManager] DEBUG   - Live connection: 220.57.251.109 status:0
9034 2014-01-08 19:10:48,739 [OutgoingConnectionManager] DEBUG   - Live connection: 113.155.236.38 status:0
9034 2014-01-08 19:10:48,739 [OutgoingConnectionManager] DEBUG   - Live connection: 219.197.146.241 status:0
9034 2014-01-08 19:10:48,739 [OutgoingConnectionManager] DEBUG   - Live connection: 76.28.228.94 status:0
9034 2014-01-08 19:10:48,739 [OutgoingConnectionManager] DEBUG   - Live connection: 61.215.44.170 status:0
9034 2014-01-08 19:10:48,739 [OutgoingConnectionManager] INFO    - Live connection list end
9034 2014-01-08 19:10:48,739 [OutgoingConnectionManager] INFO    - 5 live connections 10 requested
9034 2014-01-08 19:10:48,739 [OutgoingConnectionManager] INFO    - Connection control attempting a connection: 126.10.198.203:6346
9051 2014-01-08 19:10:48,756 [IncomingConnectionManager] INFO    - Live connection list start: 
9051 2014-01-08 19:10:48,756 [IncomingConnectionManager] INFO    - Live connection list end
9435 2014-01-08 19:10:49,140 [ConnectionStarter] ERROR   - java.net.ConnectException: Connection refused
10035 2014-01-08 19:10:49,740 [OutgoingConnectionManager] INFO    - Live connection list start: 
10035 2014-01-08 19:10:49,740 [OutgoingConnectionManager] DEBUG   - Live connection: 220.57.251.109 status:0
10035 2014-01-08 19:10:49,740 [OutgoingConnectionManager] DEBUG   - Live connection: 113.155.236.38 status:0
10035 2014-01-08 19:10:49,740 [OutgoingConnectionManager] DEBUG   - Live connection: 219.197.146.241 status:0
10035 2014-01-08 19:10:49,740 [OutgoingConnectionManager] DEBUG   - Live connection: 76.28.228.94 status:0
10036 2014-01-08 19:10:49,741 [OutgoingConnectionManager] DEBUG   - Live connection: 61.215.44.170 status:0
10036 2014-01-08 19:10:49,741 [OutgoingConnectionManager] DEBUG   - removing dead connection: 126.10.198.203
10036 2014-01-08 19:10:49,741 [OutgoingConnectionManager] INFO    - Live connection list end
10036 2014-01-08 19:10:49,741 [OutgoingConnectionManager] INFO    - 5 live connections 10 requested
10036 2014-01-08 19:10:49,741 [OutgoingConnectionManager] INFO    - Connection control attempting a connection: 184.57.88.219:62797
10052 2014-01-08 19:10:49,757 [IncomingConnectionManager] INFO    - Live connection list start: 
10052 2014-01-08 19:10:49,757 [IncomingConnectionManager] INFO    - Live connection list end
10237 2014-01-08 19:10:49,942 [ConnectionStarter] DEBUG   - Sending greeting to : 184.57.88.219
10415 2014-01-08 19:10:50,120 [ConnectionStarter] INFO    - Received greeting response: GNUTELLA/0.6 200 OK from host: 184.57.88.219
10416 2014-01-08 19:10:50,121 [ConnectionStarter] INFO    - Connection started on: 184.57.88.219
10418 2014-01-08 19:10:50,123 [AsyncSender] DEBUG   - AsyncSender waits for a new message!
